,Year,Candidate,Neuroticism,Extroversion,Openness,Agreeableness,Conscientiousness,Topic,Similarity_Score,bold_level,party
20,2012,biden,-0.64550096,-2.0004785,-2.5167792,-1.5429388,-1.3403896,403 - Market Regulation,50.42444444444445,-0.28577784955501556,Democratic
21,2012,biden,-0.16507061,0.114153355,0.01240202,-0.64232165,-0.5016534,304 - Political Corruption,35.83,0.13446638397872449,Democratic
22,2012,biden,-0.029537369,-0.04488895,0.83195883,-0.14506355,-0.45108128,410 - Economic Growth: Positive,81.06,-0.015444035716354845,Democratic
23,2012,biden,0.5786306,0.45042443,1.0276852,-0.5707749,-1.2752728,504 - Welfare State Expansion,72.84846153846154,0.06126996338367466,Democratic
24,2012,biden,0.35412645,1.3408979,1.4626224,-0.47816864,-0.73876303,504 - Welfare State Expansion,72.84846153846154,0.350264003276825,Democratic
25,2012,biden,1.2549807,-1.2688209,-1.3363388,-1.0959786,-1.7485458,106 - Peace,56.5,-0.367561309337616,Democratic
26,2012,biden,-0.5915129,-0.06813586,0.4519749,0.051860355,0.24969006,603 - Traditional Morality: Positive,70.12571428571428,0.05289315521717071,Democratic
27,2020,biden,-1.978664,-1.9155875,-1.7597387,0.67154604,1.4848431,305 - Political Authority,60.889210526315786,-0.34490208387374877,Democratic
28,2020,biden,-1.3352509,-1.7087618,-1.3453218,0.58353776,0.5749701,305 - Political Authority,60.889210526315786,-0.4380076789855958,Democratic
29,2020,biden,-0.43823442,-0.30517393,-0.15901726,0.38494524,-0.5351566,305 - Political Authority,60.889210526315786,-0.24645852714776995,Democratic
30,2020,biden,-0.547361,-1.0219498,-0.61358213,0.82445294,-0.05639186,305 - Political Authority,60.889210526315786,-0.46595737993717196,Democratic
31,2020,biden,-0.3875328,-0.48062885,-0.75696504,0.91246575,0.023087582,305 - Political Authority,60.889210526315786,-0.365673343539238,Democratic
32,2020,biden,-0.82815945,-0.05003439,0.12655568,0.5667152,-0.33773965,305 - Political Authority,60.889210526315786,-0.17902186051011088,Democratic
33,2020,biden,-0.5061916,-2.2143912,-2.1835823,0.53653604,-0.12627271,305 - Political Authority,60.889210526315786,-0.7199415957927704,Democratic
34,2020,biden,-0.37139487,-0.05361683,0.07182195,0.56425554,-0.10421204,504 - Welfare State Expansion,58.67,-0.1662729446589947,Democratic
35,2020,biden,0.31865624,0.90871227,0.5554676,-0.5283095,-0.5582362,504 - Welfare State Expansion,58.67,0.2683439156413079,Democratic
36,2020,biden,-0.14093097,-0.44221917,-1.367369,-0.8563172,-0.55483294,504 - Welfare State Expansion,58.67,0.015310620516538628,Democratic
37,2020,biden,0.39179704,0.12614502,-0.37562153,-0.09789643,-0.76556486,605 - Law and Order: Positive,56.806000000000004,-0.0969245208799839,Democratic
38,2020,biden,-0.034300305,0.8442628,1.8334956,0.46792814,0.22005263,603 - Traditional Morality: Positive,86.32499999999999,0.15508886404335498,Democratic
39,2020,biden,0.44698706,-0.5147772,1.0753729,0.7558021,-0.25930503,506 - Education Expansion,52.19,-0.36160030871629717,Democratic
40,2020,biden,1.334404,0.1315251,-0.43356064,-0.8632268,-1.0261612,303 - Governmental and Administrative Efficiency,37.04,0.028041459023952497,Democratic
41,2020,biden,-0.5605118,-1.5678576,-0.79870087,1.1890491,0.1623005,601 - National Way of Life: Positive,48.55,-0.6635083633661271,Democratic
42,2020,biden,3.3787518,1.1040372,-0.07124073,-2.7078872,-2.320589,601 - National Way of Life: Positive,48.55,0.4697678963094951,Democratic
43,2020,biden,-2.5942314,-0.91005033,-1.0158947,1.4709033,0.6474593,402 - Incentives,57.346666666666664,-0.4183362728357315,Democratic
44,2020,biden,0.39502445,-0.34014285,-0.8197431,-0.211413,0.15644276,103 - Anti-Imperialism,30.78,-0.03834988921880721,Democratic
45,2020,biden,-0.014944622,0.84327024,0.6597764,1.3417665,0.4154621,109 - Internationalism: Negative,49.583999999999996,-0.09472799791023137,Democratic
46,2020,biden,-0.07122909,0.5007878,0.28502977,1.035795,0.27814525,304 - Political Corruption,64.39,-0.11822581149637704,Democratic
47,2020,biden,1.1593697,0.0042496407,-0.12298573,-1.0221759,-1.6117349,104 - Military: Positive,37.120000000000005,-0.03234896429814396,Democratic
48,2020,biden,-0.8313047,-3.0368755,-2.185985,0.5592404,0.7340292,503 - Equality: Positive,64.12833333333333,-0.7616383224725723,Democratic
49,2020,biden,-2.2588487,-1.2229849,-0.8432368,0.80681115,0.8360132,105 - Military: Negative,63.7725,-0.28578621149063116,Democratic
50,2020,biden,0.49988735,-1.4018397,-2.0612128,-1.0937307,-0.67999166,401 - Free Market Economy,39.55,-0.21180796265602114,Democratic
51,2020,biden,-1.0455375,-0.81945646,-1.472336,1.4606643,0.66686636,701 - Labour Groups: Positive,51.035,-0.4826555716991425,Democratic
52,2020,biden,0.5479832,1.1032084,0.6248156,0.15688336,-0.24765062,602 - National Way of Life: Negative,64.29,0.16153180301189426,Democratic
53,2020,biden,0.022355545,-0.6858852,-0.76739657,1.3667675,-0.03710365,201 - Freedom and Human Rights,34.0275,-0.5705247593298555,Democratic
54,2020,biden,-0.79128444,0.6667679,0.7753742,-0.16158204,-0.094132945,501 - Environmental Protection: Positive,73.961,0.24636376261711124,Democratic
55,2020,biden,-0.29487416,-1.2840792,-1.4033991,0.86553097,0.16021706,501 - Environmental Protection: Positive,73.961,-0.5394104209542275,Democratic
56,2020,biden,0.24742603,0.11162688,0.41206273,0.078502715,-0.22332501,416 - Anti-Growth Economy: Positive,56.7775,-0.03204799994826317,Democratic
57,2020,biden,-0.60370743,-0.0001126893,-1.4026632,-0.52811444,-0.026329152,410 - Economic Growth: Positive,64.195,0.13173893446240983,Democratic
58,2020,biden,-1.5657828,-0.34496668,-0.57910657,1.814395,0.423974,202 - Democracy,82.50666666666666,-0.458621139228344,Democratic
59,2020,biden,0.11591427,-0.28116176,0.027181717,1.0910846,-0.25032666,202 - Democracy,82.50666666666666,-0.4152034197188914,Democratic
60,2020,biden,-0.2584434,0.40671495,-0.06305529,0.7234703,0.0058136084,202 - Democracy,82.50666666666666,-0.0970665503293276,Democratic
61,2020,biden,-0.78447264,-0.9383587,-0.82838583,1.1582739,0.2763625,504 - Welfare State Expansion,68.115,-0.48154914975166324,Democratic
62,2020,biden,0.31291047,0.031287435,-0.46679422,-0.3077409,-0.80492747,504 - Welfare State Expansion,68.115,-0.06507418368011714,Democratic
63,2020,biden,0.9949846,1.3145759,0.51627934,-1.9021925,-1.8256994,203 - Constitutionalism: Positive,69.82,0.5085935890674591,Democratic
64,2020,biden,0.20962934,-1.0627565,-0.6245642,0.5752529,-0.37444508,305 - Political Authority,65.55933333333333,-0.49463441833853733,Democratic
65,2020,biden,-1.6128266,-1.3235786,-1.1472478,1.1789505,0.7603531,305 - Political Authority,65.55933333333333,-0.4666488409042358,Democratic
66,2020,biden,-0.7007394,-2.1661239,-1.3693078,0.9359941,0.077930905,305 - Political Authority,65.55933333333333,-0.7538601529598237,Democratic
67,2020,biden,-0.21434423,0.24178278,0.6217615,-0.09008488,-0.7617103,305 - Political Authority,65.55933333333333,-0.011669782102107992,Democratic
68,2020,biden,-1.0472394,-0.8043867,-0.27893537,0.6760345,-0.5707388,305 - Political Authority,65.55933333333333,-0.42162289500236516,Democratic
69,2020,biden,0.07600093,-0.18988147,0.34444678,0.07748345,-0.87027377,305 - Political Authority,65.55933333333333,-0.19807855188846588,Democratic
70,2020,biden,-0.282632,0.2664422,0.68499976,0.6949223,-0.34605956,305 - Political Authority,65.55933333333333,-0.1539844807982445,Democratic
71,2020,biden,0.5076225,0.17565188,-0.82403094,-0.6297535,-0.7228392,305 - Political Authority,65.55933333333333,0.050974583327770245,Democratic
72,2020,biden,0.14813957,0.10226812,0.027634688,-0.03220581,-0.6753553,506 - Education Expansion,72.47,-0.08209549352526666,Democratic
73,2020,biden,1.7117875,-0.3516957,0.68082255,0.7834767,-0.36208096,603 - Traditional Morality: Positive,64.61,-0.4233611372113228,Democratic
74,2020,biden,-1.6672617,-2.7620804,-0.7368256,1.3726172,2.0114052,402 - Incentives,41.47666666666667,-0.636528172492981,Democratic
75,2020,biden,0.7699184,1.1921604,1.103238,-0.3232456,-0.78252566,503 - Equality: Positive,50.23375,0.2341027718782425,Democratic
76,2020,biden,1.1360981,-0.8391365,0.097907916,1.5537399,-0.3322113,503 - Equality: Positive,50.23375,-0.7350700397789479,Democratic
77,2020,biden,-0.2112044,0.0027680004,-0.48558378,0.027787961,-0.6932086,403 - Market Regulation,38.33,-0.12206465478753671,Democratic
78,2020,biden,0.8099923,0.034491725,-0.86494917,-0.8449031,-1.2336271,410 - Economic Growth: Positive,85.97,-0.01932245559990406,Democratic
79,2020,biden,-1.5005486,-1.291742,-1.6604074,0.57127196,0.6299583,605 - Law and Order: Positive,77.33857142857143,-0.33104826927185055,Democratic
80,2020,biden,0.7721587,-1.2254614,-1.0987804,-1.7540404,-2.0428138,605 - Law and Order: Positive,77.33857142857143,-0.18914636313915256,Democratic
81,2020,biden,-0.2747658,0.72367907,0.88106,0.5771268,0.05527664,104 - Military: Positive,27.85,0.053865032792091365,Democratic
82,2020,biden,0.06447633,-1.0737516,-1.4766124,0.19179538,-0.17514338,501 - Environmental Protection: Positive,56.97,-0.37621069721877576,Democratic
83,2020,biden,-0.17920017,0.3908781,-0.39926592,0.06908104,-0.29392424,416 - Anti-Growth Economy: Positive,58.739999999999995,0.020513427257537846,Democratic
84,2020,biden,0.6724351,1.0721816,-0.14383899,-0.23591638,-0.12358469,701 - Labour Groups: Positive,75.13,0.2549478743970394,Democratic
85,2008,biden,-0.0654624,1.0633972,1.707618,-0.79515916,-1.0257587,305 - Political Authority,68.55295081967212,0.3576061751693488,Democratic
86,2008,biden,-0.20590793,-0.44027084,0.6117948,0.48324284,-0.35900167,305 - Political Authority,68.55295081967212,-0.2653613139688969,Democratic
87,2008,biden,-1.4734995,0.83245504,1.4646052,0.030136636,-0.055273682,305 - Political Authority,68.55295081967212,0.2917957451194524,Democratic
88,2008,biden,-2.1598194,-0.27919295,-0.551915,0.9258612,2.046448,305 - Political Authority,68.55295081967212,0.09540968745946882,Democratic
89,2008,biden,0.59342974,0.452452,0.94331306,-0.44264936,-0.36832172,305 - Political Authority,68.55295081967212,0.16770221292972565,Democratic
90,2008,biden,-1.097672,-2.0774577,-2.0357008,0.6380725,0.3596884,305 - Political Authority,68.55295081967212,-0.605112841129303,Democratic
91,2008,biden,-2.1519184,-0.8453121,-1.0987514,0.936575,1.6601518,305 - Political Authority,68.55295081967212,-0.11640511393547065,Democratic
92,2008,biden,-0.77768743,0.91561615,1.1803149,0.5315958,-0.5929858,403 - Market Regulation,56.75636363636364,0.04116097331047058,Democratic
93,2008,biden,-0.58480823,1.355504,1.9746766,-0.5018564,-0.52308047,403 - Market Regulation,56.75636363636364,0.45707355141639716,Democratic
94,2008,biden,-0.4370377,0.4832083,0.6315422,0.15036087,0.25376564,403 - Market Regulation,56.75636363636364,0.15043752014636994,Democratic
95,2008,biden,0.064232506,1.6055344,1.7120819,-0.61035407,-0.22208525,704 - Middle Class and Professional Groups,55.83857142857143,0.5527892499417066,Democratic
96,2008,biden,3.733029,-0.8728105,-0.16486424,-2.5020714,-2.5138836,704 - Middle Class and Professional Groups,55.83857142857143,-0.09398517072200763,Democratic
97,2008,biden,1.6054257,-0.7123883,-0.72659504,-1.7622336,-1.9872802,402 - Incentives,54.68,-0.09045786857604976,Democratic
98,2008,biden,1.1000367,0.64593065,-0.6050065,-1.8769007,-2.0310085,701 - Labour Groups: Positive,32.28,0.2759828478097916,Democratic
99,2008,biden,0.38838437,-0.21637194,-0.8595007,-0.9389499,-1.4853039,505 - Welfare State Limitation,32.68,-0.06971243903040886,Democratic
100,2008,biden,-1.2160058,-1.6190909,-1.819166,0.17560458,-0.20670545,414 - Economic Orthodoxy,22.745,-0.4484077537059784,Democratic
101,2008,biden,0.90250003,0.32323423,-0.37564528,-2.3624208,-1.8233892,506 - Education Expansion,87.71,0.3876850685477257,Democratic
102,2008,biden,0.7090855,-0.3972893,-1.0053186,-0.42676985,-0.30776453,504 - Welfare State Expansion,75.31,-0.0867371419072151,Democratic
103,2008,biden,1.1032683,0.9325387,-0.34054258,-1.4576513,-0.83383656,303 - Governmental and Administrative Efficiency,29.79,0.42383271068334577,Democratic
104,2008,biden,1.0144914,0.43500957,0.6515446,-0.3935266,-0.533904,601 - National Way of Life: Positive,44.045,0.0936367753148079,Democratic
105,2008,biden,0.36334732,1.2649821,1.8358694,-0.34489533,-0.24887687,503 - Equality: Positive,42.95125,0.3846049949526787,Democratic
106,2008,biden,0.14370567,-0.06933729,-0.74498385,-0.2874078,-0.4656684,503 - Equality: Positive,42.95125,-0.039515141993761056,Democratic
107,2008,biden,1.1829988,0.80877656,1.3454964,-0.5228614,-0.2977865,501 - Environmental Protection: Positive,65.846,0.26598891913890843,Democratic
108,2008,biden,-0.730958,0.62930983,0.29714552,0.17198558,0.30787912,416 - Anti-Growth Economy: Positive,42.41,0.19130822271108627,Democratic
109,2008,biden,0.0083372295,0.51897067,0.008979626,-1.6659905,-0.9377008,603 - Traditional Morality: Positive,51.31,0.4356609838455916,Democratic
110,2008,biden,1.372369,0.9615727,0.34737712,-1.4028635,-1.0533459,604 - Traditional Morality: Negative,31.56,0.3872310173511505,Democratic
111,2008,biden,-1.1838356,1.4612135,1.3802834,-0.09767412,-0.25207287,105 - Military: Negative,62.40941176470589,0.42369647324085236,Democratic
112,2008,biden,-0.011204544,1.0886981,1.5414671,0.113606244,0.0615197,105 - Military: Negative,62.40941176470589,0.2752382173016668,Democratic
113,2008,biden,-0.2908258,0.1575021,0.54936045,0.9927112,0.55424875,104 - Military: Positive,55.14333333333334,-0.12203174486756325,Democratic
114,2008,biden,-0.84973884,-0.46168134,-1.0712786,1.0423667,2.4946437,107 - Internationalism: Positive,43.68125,0.011442179381847328,Democratic
115,2008,biden,1.6202447,1.4424102,0.4904686,-2.7544618,-2.1845274,605 - Law and Order: Positive,39.41,0.6871810844540597,Democratic
116,2008,biden,0.50108963,-1.1416802,-0.7713135,1.2277904,0.2795569,203 - Constitutionalism: Positive,73.50333333333333,-0.6098325371742249,Democratic
117,2008,biden,1.1734599,-0.9057206,-0.7641784,0.99150664,-0.124083124,706 - Non-economic Demographic Groups,41.28666666666667,-0.5873892402648926,Democratic
118,2008,biden,1.416636,-0.11899413,-0.9385604,-0.91423374,-0.6142,202 - Democracy,44.83,0.0313561864197254,Democratic
119,2008,biden,0.7103667,-0.19896486,-0.32707173,-0.7748459,-0.6179732,606 - Civic Mindedness: Positive,47.04,0.026988731324672735,Democratic
120,1980,carter,-1.9393531,0.025004884,-0.9358959,1.037915,1.1717793,305 - Political Authority,60.892682926829266,-0.028489612396806502,Democratic
121,1980,carter,-0.61491007,0.38331625,1.040347,1.1390499,1.0018152,305 - Political Authority,60.892682926829266,-0.00852488666772841,Democratic
122,1980,carter,-0.2500456,1.2758117,1.2105511,1.2422539,1.049315,305 - Political Authority,60.892682926829266,0.16231480300426485,Democratic
123,1980,carter,1.0902745,-0.13410023,-0.5379377,-0.43542346,-0.4570652,305 - Political Authority,60.892682926829266,-0.052706767618656156,Democratic
124,1980,carter,0.004065491,-0.24365523,0.04273637,0.81849027,0.9978627,104 - Military: Positive,67.08533333333334,-0.12448113062884664,Democratic
125,1980,carter,1.1166308,0.23298591,0.9524874,-0.79188377,0.14347725,104 - Military: Positive,67.08533333333334,0.2710136568546295,Democratic
126,1980,carter,0.49644625,0.34464753,0.85075563,0.313594,0.7441168,106 - Peace,62.836,0.11122164905071256,Democratic
127,1980,carter,1.1032073,0.98964465,2.0156486,-0.08585482,0.16985413,105 - Military: Negative,67.678,0.2841433706879616,Democratic
128,1980,carter,-1.3870887,0.5458467,0.08317379,1.2824836,1.46799,105 - Military: Negative,67.678,0.07317739240825177,Democratic
129,1980,carter,1.4462136,0.40121385,1.4524273,0.14763589,0.5062809,105 - Military: Negative,67.678,0.10320821851491926,Democratic
130,1980,carter,0.04454317,1.1944796,0.8213773,-0.8584188,-0.18759426,414 - Economic Orthodoxy,51.43,0.5074866522103548,Democratic
131,1980,carter,-0.1874382,0.9512274,1.0174428,0.37443393,0.42620763,410 - Economic Growth: Positive,46.028,0.22202922239899636,Democratic
132,1980,carter,0.46397787,0.030409511,-0.8537223,-0.28337866,-0.4212816,410 - Economic Growth: Positive,46.028,-0.02987540628761052,Democratic
133,1980,carter,-0.08956739,-0.78874004,-1.8964972,-0.046236653,-0.4498114,402 - Incentives,76.88,-0.29285031780600546,Democratic
134,1980,carter,0.29661286,-0.106965415,-1.0539771,-1.0405136,-1.0760199,706 - Non-economic Demographic Groups,31.79,0.04812863402068618,Democratic
135,1980,carter,0.6771809,0.17059402,0.044586953,-0.28259465,-0.071823,701 - Labour Groups: Positive,30.68,0.07435001138597729,Democratic
136,1980,carter,-0.076372854,0.101581305,0.30397937,0.19018468,0.3012841,411 - Technology and Infrastructure,59.614,0.031255469545722,Democratic
137,1980,carter,-0.64315623,0.43772513,0.43870384,1.0392141,2.5567663,504 - Welfare State Expansion,80.7623076923077,0.26409835159778594,Democratic
138,1980,carter,0.7698386,0.43257302,0.85461897,-0.28072917,0.15425612,504 - Welfare State Expansion,80.7623076923077,0.1899235832691193,Democratic
139,1980,carter,1.0071684,0.40349418,0.8186397,0.27968025,0.6874838,705 - Underprivileged Minority Groups,49.473333333333336,0.09869136691093443,Democratic
140,1980,carter,-0.68033636,0.9412499,0.16771623,0.70597726,1.1333524,503 - Equality: Positive,61.43636363636363,0.2391985341906547,Democratic
141,1980,carter,0.77300096,-0.39941394,-0.48774722,-0.9628762,-0.38498423,605 - Law and Order: Positive,61.63,0.06286018878221517,Democratic
142,1980,carter,-0.8044276,-0.6883015,-1.780006,0.26795742,0.17766553,408 - Economic Goals,30.58,-0.21808973848819735,Democratic
143,1980,carter,-0.07867974,0.14114034,0.20158182,-1.2958549,-0.25244853,501 - Environmental Protection: Positive,45.48,0.36489133492112164,Democratic
144,1980,carter,0.4843575,0.058728475,-0.11000638,-0.74345016,-0.51760334,403 - Market Regulation,16.75,0.11133899476379157,Democratic
145,1980,carter,-1.2127959,0.1185219,0.33114076,1.7314333,2.8981075,401 - Free Market Economy,71.47,0.07672994047403336,Democratic
146,1980,carter,1.7849314,-0.6697515,-0.7896415,1.6222231,1.1972762,202 - Democracy,85.05666666666667,-0.5296369481086731,Democratic
147,1980,carter,0.70789653,0.28594345,-0.30885556,-1.073055,0.015116649,606 - Civic Mindedness: Positive,39.965,0.3239805716276169,Democratic
148,1976,carter,-0.3491963,1.9014331,1.5532511,-0.83344567,-1.103422,410 - Economic Growth: Positive,49.7675,0.5582042253017425,Democratic
149,1976,carter,-0.84801114,1.4252387,1.7116,0.9077486,-0.12881215,305 - Political Authority,64.85,0.1467739164829254,Democratic
150,1976,carter,-0.788367,1.7027595,1.1008896,-0.017354965,-0.95849276,305 - Political Authority,64.85,0.31558027088642127,Democratic
151,1976,carter,-0.06060985,0.29278576,0.26673278,0.34658095,-0.24048275,305 - Political Authority,64.85,-0.05714670460671187,Democratic
152,1976,carter,-1.2350211,-1.659892,-2.2089872,0.5032008,0.334272,305 - Political Authority,64.85,-0.4737064254283905,Democratic
153,1976,carter,-1.3144337,0.0068279435,-0.43794784,1.1550443,-0.10224981,701 - Labour Groups: Positive,43.87384615384615,-0.28561870169360193,Democratic
154,1976,carter,-1.4184747,-3.9035678,-3.2088172,0.12104323,0.8674197,701 - Labour Groups: Positive,43.87384615384615,-0.8182663241028785,Democratic
155,1976,carter,-0.23864926,0.035455815,-0.70885223,-0.0688661,-0.30019572,405 - Corporatism/ Mixed Economy,53.835,-0.02992707498371601,Democratic
156,1976,carter,0.010828003,-0.77802634,-1.8156885,-0.539221,-0.4342214,504 - Welfare State Expansion,42.254999999999995,-0.1524516586959362,Democratic
157,1976,carter,0.17100051,-0.9220984,-1.9223717,-1.5145432,-1.4047428,505 - Welfare State Limitation,55.97,-0.0789905741810798,Democratic
158,1976,carter,-0.7362746,0.80175835,0.4518575,-0.14272465,-0.8720093,503 - Equality: Positive,52.628235294117644,0.13521529257297515,Democratic
159,1976,carter,0.17806266,1.0754476,1.2750369,0.13695724,-0.570482,503 - Equality: Positive,52.628235294117644,0.14707576289772986,Democratic
160,1976,carter,-0.25760457,0.35962093,-0.22287832,-0.061170325,-0.27570954,402 - Incentives,44.955,0.06192085698246955,Democratic
161,1976,carter,-0.7597257,-0.5085987,-0.45722198,0.5158434,0.5659662,414 - Economic Orthodoxy,67.26571428571428,-0.14658963203430178,Democratic
162,1976,carter,-1.4873714,0.5285112,-0.12253202,1.3739525,0.8042646,303 - Governmental and Administrative Efficiency,86.1178947368421,-0.06377417169511321,Democratic
163,1976,carter,-1.5777868,-1.3755369,-2.1524448,0.5603809,0.6387942,303 - Governmental and Administrative Efficiency,86.1178947368421,-0.35675707221031194,Democratic
164,1976,carter,-0.4836149,1.4743621,1.6523657,0.2863886,-0.32858658,303 - Governmental and Administrative Efficiency,86.1178947368421,0.2800923439860344,Democratic
165,1976,carter,0.19079877,-1.3359182,-2.384485,-1.3078345,-1.0950354,104 - Military: Positive,23.9,-0.19734767988324162,Democratic
166,1976,carter,-0.47871855,0.98152673,-0.23741242,-0.8209008,-0.7240298,605 - Law and Order: Positive,59.29,0.3565721619129181,Democratic
167,1976,carter,-1.9620498,-1.7210103,-1.1529211,2.215715,2.5765123,411 - Technology and Infrastructure,52.07333333333333,-0.5404757225513459,Democratic
168,1976,carter,-2.4856083,-1.3022188,-1.5095431,0.5219318,1.4065135,408 - Economic Goals,27.990000000000002,-0.14161495685577388,Democratic
169,1976,carter,-0.9450045,0.6532258,-0.5623234,-0.18142465,-0.812086,416 - Anti-Growth Economy: Positive,34.845,0.10148759722709658,Democratic
170,1976,carter,-0.5606529,0.6914492,1.1630217,1.2904553,0.5608818,501 - Environmental Protection: Positive,48.439090909090915,-0.04962979078292848,Democratic
171,1976,carter,0.46220657,1.0069185,1.3195866,-0.06452403,-0.81390715,403 - Market Regulation,49.375,0.13591012239456177,Democratic
172,1976,carter,0.045467295,-0.6868115,-0.98336154,-0.7362319,-1.1749055,406 - Protectionism: Positive,59.47,-0.1715808052569628,Democratic
173,1976,carter,-1.4628434,-1.1994703,-1.4179491,0.67125624,2.4389977,202 - Democracy,45.9975,-0.042986575365066615,Democratic
174,1976,carter,0.96386456,0.64192337,0.8705763,0.15948904,0.31081855,606 - Civic Mindedness: Positive,44.14666666666667,0.1306404745578766,Democratic
175,1976,carter,0.6657218,0.48374352,0.06674621,-1.1976686,-0.48076084,601 - National Way of Life: Positive,64.37,0.3384027668088675,Democratic
176,1976,carter,-1.4709328,-0.7756252,-1.0381222,0.82055783,1.4901605,305 - Political Authority,64.19954545454546,-0.12732134461402894,Democratic
177,1976,carter,-0.7646083,-0.44297752,0.23435012,1.0932968,0.5400863,305 - Political Authority,64.19954545454546,-0.2763331913948059,Democratic
178,1976,carter,-0.82555145,-0.2031065,0.2479601,0.9367928,0.57228565,305 - Political Authority,64.19954545454546,-0.16873439475893973,Democratic
179,1976,carter,-2.971525,-1.9066964,-2.3464773,0.21999712,1.5219684,305 - Political Authority,64.19954545454546,-0.17844250738620762,Democratic
180,1976,carter,-2.7312567,-0.8340587,-0.91702634,1.1406534,1.3885124,104 - Military: Positive,70.69571428571427,-0.18000241994857794,Democratic
181,1976,carter,-1.9653584,-0.3693954,-0.8194182,1.2112887,2.4707346,104 - Military: Positive,70.69571428571427,0.04488113194704052,Democratic
182,1976,carter,0.8007604,-0.11755883,0.58553374,0.47408783,0.03291802,202 - Democracy,51.37846153846154,-0.1769882483035326,Democratic
183,1976,carter,0.16055201,-1.5884681,-1.985805,-0.023116695,0.042697452,202 - Democracy,51.37846153846154,-0.4196451418846846,Democratic
184,1976,carter,-1.6015755,-0.25162712,-1.0837798,0.88720536,0.687041,105 - Military: Negative,57.522000000000006,-0.1487998005747795,Democratic
185,1976,carter,0.40968126,0.20814492,0.780441,1.2170104,1.058413,105 - Military: Negative,57.522000000000006,-0.1206143237650395,Democratic
186,1976,carter,0.29316285,-1.4845829,-1.2248131,1.1855547,0.13600889,601 - National Way of Life: Positive,47.876,-0.7030505087971688,Democratic
187,1976,carter,-0.37932962,-0.71692675,-0.7390222,0.49183768,0.3049996,601 - National Way of Life: Positive,47.876,-0.2570119541883469,Democratic
188,1976,carter,-3.0006251,-1.2739564,-1.7823395,0.8652223,1.7641358,201 - Freedom and Human Rights,42.660000000000004,-0.1564494061470032,Democratic
189,1976,carter,0.8437457,-0.44922438,-0.3010684,-0.628647,-1.2332774,103 - Anti-Imperialism,29.34,-0.175844167470932,Democratic
